title,year,datasets,display_author_names,raw_author_names,doi,abstract,institution_display_names,raw_affiliation_strings,detailed_affiliations,original_keywords,original_agency,keywords
Acquiring Labor,2020,,,,https://doi.org/10.1142/s2010139220500111,,Federal Reserve Board of Governors; University of North Carolina at Chapel Hill; Federal Reserve,"Kenan-Flagler Business School, University of North Carolina, CB 3490, McColl Building, Chapel Hill NC 27599, USA; Federal Reserve Board, 20th Street and Constitution Avenue, NW, Washington, DC 20551, USA","Kenan-Flagler Business School, University of North Carolina, CB 3490, McColl Building, Chapel Hill NC 27599, USA; Federal Reserve Board, 20th Street and Constitution Avenue, NW, Washington, DC 20551, USA",Business; Wage; Mergers and acquisitions; Value (mathematics); Labour economics; Economics; Finance; Computer science; Machine learning,Michigan,"Business, Wage, Mergers and acquisitions, Value (mathematics), Labour economics, Economics, Finance, Computer science, Machine learning"
Acquiring Labor,2020,,,,https://doi.org/10.1142/s2010139220500111,,Federal Reserve Board of Governors; University of North Carolina at Chapel Hill; Federal Reserve,"Kenan-Flagler Business School, University of North Carolina, CB 3490, McColl Building, Chapel Hill NC 27599, USA; Federal Reserve Board, 20th Street and Constitution Avenue, NW, Washington, DC 20551, USA","Kenan-Flagler Business School, University of North Carolina, CB 3490, McColl Building, Chapel Hill NC 27599, USA; Federal Reserve Board, 20th Street and Constitution Avenue, NW, Washington, DC 20551, USA",Business; Wage; Mergers and acquisitions; Value (mathematics); Labour economics; Economics; Finance; Computer science; Machine learning,Michigan,"Business, Wage, Mergers and acquisitions, Value (mathematics), Labour economics, Economics, Finance, Computer science, Machine learning"
Acquiring Labor,2020,,,,https://doi.org/10.1142/s2010139220500111,,Federal Reserve Board of Governors; University of North Carolina at Chapel Hill; Federal Reserve,"Kenan-Flagler Business School, University of North Carolina, CB 3490, McColl Building, Chapel Hill NC 27599, USA; Federal Reserve Board, 20th Street and Constitution Avenue, NW, Washington, DC 20551, USA","Kenan-Flagler Business School, University of North Carolina, CB 3490, McColl Building, Chapel Hill NC 27599, USA; Federal Reserve Board, 20th Street and Constitution Avenue, NW, Washington, DC 20551, USA",Business; Wage; Mergers and acquisitions; Value (mathematics); Labour economics; Economics; Finance; Computer science; Machine learning,Michigan,"Business, Wage, Mergers and acquisitions, Value (mathematics), Labour economics, Economics, Finance, Computer science, Machine learning"
Age at Immigrant Arrival and Career Mobility: Evidence from Vietnamese Refugee Migration and the Amerasian Homecoming Act,2024,,,,https://doi.org/10.3386/w32067,,Dana-Farber/Harvard Cancer Center; U.S. National Science Foundation; London Business School; National Bureau of Economic Research; Wellesley College,"National Science Foundation, Harvard Business School,; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; London Business School Regent's Park NW1 4SA London United Kingdom; Wellesley College 106 Central Street Wellesley, MA 02481; Harvard Business School Rock Center 212 Soldiers Field Boston, MA 02163","National Science Foundation, Harvard Business School,; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; London Business School Regent's Park NW1 4SA London United Kingdom; Wellesley College 106 Central Street Wellesley, MA 02481; Harvard Business School Rock Center 212 Soldiers Field Boston, MA 02163",Homecoming; Vietnamese; Refugee; Immigration; Gender studies; Political science; History; Demographic economics; Sociology; Law; Philosophy; Linguistics; Economics; Art history,Boston,"Homecoming, Vietnamese, Refugee, Immigration, Gender studies, Political science, History, Demographic economics, Sociology, Law, Philosophy, Linguistics, Economics, Art history"
Agents of Change: Mixed-Race Households and the Dynamics of Neighborhood Segregation in the United States,2012,,,,https://doi.org/10.1080/00045608.2011.627057,,University of Georgia; University of Washington,"Department of GeographyDartmouth College; Department of Geography, University of Washington; Center for Studies in Demography and Ecology, University of Washington; Department of Geography, University of Georgia,","Department of GeographyDartmouth College; Department of Geography, University of Washington; Center for Studies in Demography and Ecology, University of Washington; Department of Geography, University of Georgia,",Race (biology); Census; Geography; Scale (ratio); Racial composition; Demographic economics; Space (punctuation); Demography; Sociology; Economics; Cartography; Gender studies; Population; Computer science; Operating system,UCLA,"Race (biology), Census, Geography, Scale (ratio), Racial composition, Demographic economics, Space (punctuation), Demography, Sociology, Economics, Cartography, Gender studies, Population, Computer science, Operating system"
Agglomeration Spillovers and Persistence: new Evidence from Large Plant Openings,2022,,,,https://doi.org/10.1016/s0166-0462(03)00059-0,,University of Sheffield,"Department of Town and Regional Planning , University of Sheffield , Sheffield , S10 2TN , UK","Department of Town and Regional Planning , University of Sheffield , Sheffield , S10 2TN , UK",Spillover effect; Transport infrastructure; Business; Panel data; Distribution (mathematics); Transportation infrastructure; Transport engineering; Control (management); Space (punctuation); Geographic information system; Poisson distribution; Location theory; Economic geography; Econometrics; Geography; Economics; Computer science; Statistics; Engineering; Mathematics; Mathematical analysis; Remote sensing; Management; Microeconomics; Operating system,Atlanta,"Spillover effect, Transport infrastructure, Business, Panel data, Distribution (mathematics), Transportation infrastructure, Transport engineering, Control (management), Space (punctuation), Geographic information system, Poisson distribution, Location theory, Economic geography, Econometrics, Geography, Economics, Computer science, Statistics, Engineering, Mathematics, Mathematical analysis, Remote sensing, Management, Microeconomics, Operating system"
Agglomerative Forces and Cluster Shapes,2015,,,,https://doi.org/10.1162/rest_a_00471,,Harvard University Press; Harvard University,Harvard University; Harvard University and NBER,Harvard University; Harvard University and NBER,Cluster (spacecraft); Economies of agglomeration; Hierarchical clustering; Economic geography; Yield (engineering); Computer science; Cluster analysis; Economics; Artificial intelligence; Physics; Microeconomics; Programming language; Thermodynamics,Boston,"Cluster (spacecraft), Economies of agglomeration, Hierarchical clustering, Economic geography, Yield (engineering), Computer science, Cluster analysis, Economics, Artificial intelligence, Physics, Microeconomics, Programming language, Thermodynamics"
Agglomerative Forces and Cluster Shapes,2015,,,,https://doi.org/10.1162/rest_a_00471,,Harvard University Press; Harvard University,Harvard University; Harvard University and NBER,Harvard University; Harvard University and NBER,Cluster (spacecraft); Economies of agglomeration; Hierarchical clustering; Economic geography; Yield (engineering); Computer science; Cluster analysis; Economics; Artificial intelligence; Physics; Microeconomics; Programming language; Thermodynamics,Boston,"Cluster (spacecraft), Economies of agglomeration, Hierarchical clustering, Economic geography, Yield (engineering), Computer science, Cluster analysis, Economics, Artificial intelligence, Physics, Microeconomics, Programming language, Thermodynamics"
Aggregating from Micro to Macro Patterns of Trade,2018,,,,https://doi.org/10.3386/w24051,,Princeton University; Columbia University; Carnegie Mellon University; National Bureau of Economic Research,"Carnegie-Mellon, Chicago, Columbia, Duke,; Department of Economics and Woodrow Wilson School Princeton University 14 College Road Princeton, NJ 08540 and; NBER, Princeton, Stanford; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Columbia University, Department of Economics 420 W. 118th Street MC 3308 New York, NY 10027","Carnegie-Mellon, Chicago, Columbia, Duke,; Department of Economics and Woodrow Wilson School Princeton University 14 College Road Princeton, NJ 08540 and; NBER, Princeton, Stanford; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Columbia University, Department of Economics 420 W. 118th Street MC 3308 New York, NY 10027",Macro; Computer science; Programming language,Baruch,"Macro, Computer science, Programming language"
Aggregating from Micro to Macro Patterns of Trade,2018,,,,https://doi.org/10.3386/w24051,,Princeton University; Columbia University; Carnegie Mellon University; National Bureau of Economic Research,"Carnegie-Mellon, Chicago, Columbia, Duke,; Department of Economics and Woodrow Wilson School Princeton University 14 College Road Princeton, NJ 08540 and; NBER, Princeton, Stanford; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Columbia University, Department of Economics 420 W. 118th Street MC 3308 New York, NY 10027","Carnegie-Mellon, Chicago, Columbia, Duke,; Department of Economics and Woodrow Wilson School Princeton University 14 College Road Princeton, NJ 08540 and; NBER, Princeton, Stanford; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Columbia University, Department of Economics 420 W. 118th Street MC 3308 New York, NY 10027",Macro; Computer science; Programming language,Baruch,"Macro, Computer science, Programming language"
Aggregating from Micro to Macro Patterns of Trade,2018,,,,https://doi.org/10.3386/w24051,,Princeton University; Columbia University; Carnegie Mellon University; National Bureau of Economic Research,"Carnegie-Mellon, Chicago, Columbia, Duke,; Department of Economics and Woodrow Wilson School Princeton University 14 College Road Princeton, NJ 08540 and; NBER, Princeton, Stanford; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Columbia University, Department of Economics 420 W. 118th Street MC 3308 New York, NY 10027","Carnegie-Mellon, Chicago, Columbia, Duke,; Department of Economics and Woodrow Wilson School Princeton University 14 College Road Princeton, NJ 08540 and; NBER, Princeton, Stanford; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Columbia University, Department of Economics 420 W. 118th Street MC 3308 New York, NY 10027",Macro; Computer science; Programming language,Baruch,"Macro, Computer science, Programming language"
